theta_res,gamma
0.009118391998890434,5.313418752968777
0.08576894808817892,3.3011669855819252
0.32045527552688025,2.25837062941399
0.10429087561056416,2.147072872961517
0.3229476442093324,4.2602853384206565
0.10616819593696879,5.113752700138724
0.1344204965844233,0.11616701895659898
0.20578434555886704,0.3265665834473619
0.02028650850297115,2.109578929378971
0.043842926036315455,0.4155097395178173
0.14148645856172198,5.965619961118628
0.2207380521586865,1.0966078134374502
0.07501508274834952,2.4003760647871033
0.2746157550702764,5.162439547832532
0.28196058261001505,0.8915810593487117
0.11907222609136463,0.8230787897448375
0.07047150131230649,0.32326148042260855
0.013531389561505628,2.522704633754593
0.11010733441383881,0.2423151501484948
0.014293766858946852,0.9907902934392945
0.07946122574099324,2.9807895526617543
0.09922374408434273,0.605523209826043
0.17083378162098806,0.30572485259292
0.18788234373096843,1.2368918121628898
0.13542412163091552,0.39183057908493046
0.22041231932801703,1.2341463343630492
0.1691190148766543,0.432931607262299
0.06137370413809585,0.5131440348546926
0.12080454714174087,1.0506223750551527
0.118665866346734,0.3746262201525454
0.053334713360541165,1.5311136140130734
0.13640689630177413,1.0079217722117313
0.11843551178493254,0.7668305637275503
0.18927633877904543,0.9186229319438973
0.1042285788630582,1.8657956436384888
