index,theta_res,gamma,rmse,r2,n_points
190,0.12002352288276033,0.9990523145655098,0.03241234304667011,0.9353672048767135,12
191,0.17053867659346178,0.5569339968521361,0.040370914727686814,0.8515200085073572,15
192,0.22041231932801703,1.2341463343630492,0.02775554915549623,0.9206995824378078,12
193,0.18225972730688048,0.4303702914997175,0.043634687866596356,0.8251952796742984,15
194,0.11203579724949332,0.6352326357435901,0.04386860134515954,0.8919066193545295,13
195,0.12928519789393353,1.794093133788625,0.0707613304016262,0.7506432507376468,12
196,0.118665866346734,0.3746262201525454,0.033077176204892166,0.9258059055829854,12
197,0.17491533853992086,1.0664183160425826,0.03502977594969349,0.9150300156470138,9
198,0.16196737855572824,0.6906820914373043,0.029741019435650093,0.9377296648650681,10
199,0.043842926036315455,0.4155097395178173,0.03686499611125079,0.9330793127293268,13
200,0.07714281596490243,1.7136609649807093,0.023172474267634014,0.9773287287938354,9
201,0.053029205233015866,0.435561799594191,0.03959462890843213,0.9016999872957585,22
202,0.08906069035797731,1.5450176993162175,0.030756753457228576,0.9642786747562565,13
203,0.09277526232525227,4.132476763838118,0.020141513260387944,0.9729031432480029,10
204,0.09587262806339476,4.197319777621281,0.02103954005335435,0.9796167290119304,7
205,0.08589961133098295,0.8025150754470269,0.029142232579602512,0.965761771029698,13
206,0.09133413068209152,1.0460068178596802,0.028675036572391167,0.9579369185231886,12
207,0.11186811082488549,0.6838828271759029,0.03958695817982804,0.8989144175334647,15
208,0.09982606018552155,0.5733302018402529,0.037958789425987766,0.8998658405091026,22
209,0.12355992703004058,0.7690272099220263,0.046330269258673194,0.8666602997859691,16
210,0.13084004287969628,1.4403622280790713,0.03223412907928703,0.9342869927446046,13
211,0.15773835945327286,1.2679105178435985,0.035223823815309814,0.9216047757863483,9
212,0.10301108183495367,0.6286689643985269,0.043900273630579696,0.8919227979682544,13
213,0.1201620123782868,0.9096407355892111,0.03799018001878661,0.9247986173736733,12
214,0.11485623019560598,0.689675348523392,0.04312737283566639,0.8933041447389181,13
215,0.13640689630177413,1.0079217722117313,0.038215200103112974,0.9184469710189388,10
216,0.2036358145292901,0.6638714969908668,0.03937633915043198,0.838240405944785,15
217,0.25878313084023113,0.6985531709934744,0.039498015467603564,0.7886090797541814,9
218,0.06336401725608809,0.2112558759060388,0.046960095659325685,0.8623149410279023,12
219,0.11542352171868918,0.9435157998437302,0.03636449354687137,0.9287185553542433,9
220,0.1093371722693144,0.5489210658188347,0.04993310836466811,0.8308025221048743,13
221,0.12080454714174087,1.0506223750551527,0.03512122883698891,0.9269178979897014,12
222,0.1749417043623952,0.4404937502312015,0.038648822267515245,0.8640150399532953,13
223,0.20578434555886704,0.3265665834473619,0.02840838533305503,0.9137210258701697,9
224,0.1446704686590437,0.9544058288550163,0.042604945177265235,0.8620117292045197,17
225,0.14916753873782232,0.9299590649317293,0.04085216177708027,0.8946507938505152,11
226,0.11586986272557158,0.8945884337436537,0.039899990254737235,0.9159012809760877,13
227,0.12346628924154388,1.218444729056404,0.03074708942044534,0.9536210714066945,12
