theta_res,gamma
0.2462282868034865,8.581430414762496
0.1023960033374829,6.4948251407247675
0.270655827074445,2.824694444975046
0.3871911245263958,9.999999999998101
0.13837804100055834,2.98686382113941
0.11093973395809635,1.0432042710624192
0.03097444625131406,0.6570816843066141
0.009118391998890434,5.313418752968777
0.18974228217041986,9.999999999999998
0.14474860678655374,8.925309299637243
0.024053630745137455,6.129942724088917
0.17350145954168203,2.3298380369422196
0.14148645856172198,5.965619961118628
0.3229476442093324,4.2602853384206565
0.32045527552688025,2.25837062941399
0.36123894757371167,1.0134217637559901
0.2207380521586865,1.0966078134374502
0.3138766904572694,7.259801717892013
0.20936509927413055,5.3847284598803595
0.25328427056760877,0.3248484332544461
